Grant Id,CIA Full Name,Grant Admin Institution,State,Sector ,CEO Taxonomy,Main Funding Group,Funding Scheme,RMIS Grant Subtype,Scientific Title,Simplified Title,App Year,Start Year,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total (Cal Yr),Broad Research Area ,Main Category FOR,Field Of Research (FOR),Research KW 1,Research KW 2,Research KW 3,Research KW 4,Research KW 5,Health KW 1,Health KW 2,Health KW 3,Health KW 4,Health KW 5
400281,Prof David DL Bowtell,University of Melbourne,VIC,University,Support for Research,Research Support,NHMRC Project Grants,Standard Project Grant,Molecular Epidemiology of Ovarian Cancer: The Australian Ovarian Cancer Study National Clinical Follow-Up Core,AOCS Clinical Follow-Up Core,2005,2006,,,,"$170,000","$192,838","$195,063","$172,067","$153,276",,,,,,,,"$883,244",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,Clinical Research,Microarray,Molecular Genetics,Molecular Oncology,,Cancer Biology,Clinical Genetics,Drug Resistance in Cancer,Outcome,Ovarian Cancer
400303,Prof Gregory J Dusting,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$127,750","$130,250","$133,000","$135,500","$138,074",,,,,,,,"$664,574",Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,Autacoid pharmacology,Endothelium,Oxidative stress,Vascular disease,,,,,,
400317,A/Pr Gary F Egan,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Established Career Awards,NHMRC Research Fellowship,Uncoupled Research Fellowship,Uncoupled Research Fellowship,2005,2006,,,,"$105,500","$107,500","$109,750","$112,000","$114,128",,,,,,,,"$548,878",Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,Functional magnetic resonance,Neuroimaging,Neuroinformatics,Positron emission tomography,Structural & functional neuroanatomy,,,,,
400386,Dr Patrick C Reading,Melbourne Health,VIC,Hospital,Building Capacity-People,People Support,Career Development Award,Biomedical CDA,The early inflammatory response to viral infections,The early inflammatory response to viral infections,2005,2006,,,,"$89,000","$90,500","$46,250","$47,125","$48,020",,,,,,,,"$320,895",Basic Science,IMMUNOLOGY,Cellular Immunology,Influenza,Innate Immunity,Poxviruses,,,,,,,
400388,A/Pr Paul R McCrory,University of Melbourne,VIC,University,Building Capacity-People,People Support,Career Development Award,Clinical CDA,Concussive injury in children and adolescents.Novel imaging modalities in adult concussive brain injury,Concussive injury in children and adolescents.Novel imaging modalities in adult concussive brain injury,2005,2006,,,,"$69,300","$70,350","$77,750","$75,975","$77,228",,,,,,,,"$370,603",Clinical Medicine and Science,CLINICAL SCIENCES,Neurology and Neuromuscular Diseases,adolescents,adults,brain injury,children,concussive injury,,,,,
400391,Dr Richard  Osborne,Deakin University,VIC,University,Building Capacity-People,People Support,Career Development Award,Population Health CDA,Advancing arthritis public health research and evidence-informed policy in Australia. ,Advancing arthritis public health research and evidence-informed policy in Australia. ,2005,2006,,,,"$89,000","$90,500","$92,500","$94,250","$96,040",,,,,,,,"$462,290",Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health and Community Services,epidemiology,osteoarthritis,socioeconomic determinants,,,,,,,
400396,Dr Lisa  M Kaminskas,Monash University,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,The functional characterisation of prolyl hydroxylases in brain ischaemic injury,The functional characterisation of prolyl hydroxylases in brain ischaemic injury,2005,2008,,,,,"$68,500","$86,875","$69,750","$71,250","$54,381",,,,,,,"$350,756",Basic Science,NOT ALLOCATED,Not Allocated,Hypoxia,Hypoxia inducible factor,Molecular modelling,Neurodegeneration,Prolyl hydroxylase,,,,,
400405,Dr Stuart J McDougall,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Cellular & functional characterisatn of neural connection betwn nucleus of the solitary tract & the amygdaloid complex.,Cellular & functional characterisatn of neural connection betwn nucleus of the solitary tract & the amygdaloid complex.,2005,2007,,,,,"$101,062","$51,706",,,"$72,508","$72,508",,,,,,"$297,784",Basic Science,NEUROSCIENCES,Central Nervous System,amygdala,cardiovascular system,electrophysiology,solitary nucleus,stress,,,,,
400409,Prof Joe F Sambrook,University of Melbourne,VIC,University,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Enabling,kConFab - The Kathleen Cuningham Foundation Consortium for research into Familial Breast Cancer,kConFab - Familial Breast Cancer,2005,2007,,,,,"$500,000","$400,000","$350,000","$300,000","$155,000",,,,,,,"$1,705,000",Clinical Medicine and Science,GENETICS,Genetics not elsewhere classified,BRCA1,BRCA2,Breast cancer ,Cancer epidemiology,Ovarian cancer,,,,,
400413,Prof David DL Bowtell,University of Melbourne,VIC,University,Building Capacity-Facilities,Infrastructure Support,NHMRC Infrastructure Grants,Enabling,Australian Ovarian Cancer Study (AOCS): A multidisciplinary ovarian cancer resource for the genomic era,Australian Ovarian Cancer Study (AOCS),2005,2006,,,,"$200,000","$200,000","$200,000","$200,000","$200,000","$100,000",,,,,,,"$1,100,000",Clinical Medicine and Science,CLINICAL SCIENCES,Oncology and Carcinogenesis,Clinical research,Molecular Genetics,Molecular oncology,,,,,,,
400417,Dr Mathis  Grossmann,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Health Professional Research Fellowship,"Androgen Deficiency in Men with Obesity/Type 2 Diabetes:Prevalence, Characteristics, Effect of Testosterone Replacement","Androgen Deficiency in Men with Obesity/Type 2 Diabetes:Prevalence, Characteristics, Effect of Testosterone Replacement",2005,2006,,,,"$39,593","$53,200","$54,075","$55,125","$12,751",,,,,,,,"$214,744",Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,Men's Health,Type 2 Diabetes mellitus,androgen deficiency,cardiovascular risk,obesity,,,,,
400419,Dr Xiao  F Wang,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Scholarship,Biomedical Postgraduate Scholarship,The structural & Biomechanical Basis of Racial differences in Bone Fragility in chinese & Caucasians,The structural & Biomechanical Basis of Racial differences in Bone Fragility in chinese & Caucasians,2005,2006,,,,"$21,231","$21,866","$22,257","$17,023",$125,,,,,,,,"$82,502",Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,bone,growth,osteoporosis,pathophysiology,,,,,,
400420,Dr Benjamin J Harrison,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Characterizing neurodevelopment and cognitive maturation in adolescence using magnetic resonance imaging,Characterizing neurodevelopment and cognitive maturation in adolescence using magnetic resonance imaging,2005,2006,,,,"$60,102","$79,273","$68,693","$71,250","$21,877",,,,,,,,"$301,195",Basic Science,CLINICAL SCIENCES,Psychiatry,adolescence,higher cognition,magnetic resonance imaging,neurodevelopment,psychiatric illness,,,,,
400421,Mr Andrew I Webb,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Immunity & Immunopathology in Dengue Virus Infection,Immunity & Immunopathology in Dengue Virus Infection,2005,2006,,,,"$89,013","$114,523","$7,268","$39,967","$72,508","$54,381",,,,,,,"$377,660",Basic Science,IMMUNOLOGY,Cellular Immunology,Dengue Hemorrhagic Fever,Dengue Virus,Immunopathology,T cell Receptors,,,,,,
400426,Dr Yuekang  Xu,Walter and Eliza Hall Institute,VIC,MRI,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,Improving Anti-Tumor Therapy by Genetically Modifying CD4+ T cells,Improving Anti-Tumor Therapy by Genetically Modifying CD4+ T cells,2005,2007,,,,,"$102,125","$69,750","$141,000","$36,254",,,,,,,,"$349,129",Basic Science,IMMUNOLOGY,Tumour Immunology,Cellular Immunology,Gene Therapy,Immunotherapy,T Cell,,,,,,
400433,Dr Sonja J McKeown,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Regulatory elements & downstream targets of FoxD3 in neural crest development.,Regulatory elements & downstream targets of FoxD3 in neural crest development.,2005,2006,,,,"$23,084","$93,586","$71,128","$71,250","$2,364","$72,508",,,,,,,"$333,920",Basic Science,GENETICS,Genetic Development (incl. Sex Determination),development,forkhead box genes,genetic regulation,neural crest,stem cell,,,,,
400436,Dr Joanna A Phipps,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,The role of purinergic receptors in the development of diabetic retinopathy.,The role of purinergic receptors in the development of diabetic retinopathy.,2005,2007,,,,,"$122,275","$69,777","$53,438","$53,131","$26,903","$36,254","$8,101",,,,,"$369,879",Basic Science,NEUROSCIENCES,Sensory Systems,blood flow,diabetes,electoretinopathy,purinergic receptor,retinal disease,,,,,
400437,Dr Vi  Pham,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,"Investigating the role of apolipoprotein E, low-density lipoprotein receptor, and amyloid-b in Alzheimer disease","Investigating the role of apolipoprotein E, low-density lipoprotein receptor, and amyloid-b in Alzheimer disease",2005,2006,,,,"$76,692","$76,071","$69,750","$71,250","$16,877",,,,,,,,"$310,640",Clinical Medicine and Science,NEUROSCIENCES,Neurosciences not elsewhere classified,Alzheimer disease,Amyloid-b protein,Apolipoprotein E,Low density lipoprotein receptor,Neurodegenerative disease,,,,,
400438,Dr Ben  Emery,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Elucidation of a Molecular Switch that Controls CNS Myelination & Remyelination.,Elucidation of a Molecular Switch that Controls CNS Myelination & Remyelination.,2005,2006,,,,"$66,723",,"$180,428","$52,313","$71,250","$18,127",,,,,,,"$388,841",Basic Science,NEUROSCIENCES,Central Nervous System,CNS Myelination,Glial biology,multiple sclerosis,oligodendrocyte,remyelination,,,,,
400454,Dr Nadine Y Crowe,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,The generation of reagents for the diagnosis and treatment of human NKT cell-associated disease,The generation of reagents for the diagnosis and treatment of human NKT cell-associated disease,2005,2006,,,,"$50,438","$17,125","$69,750","$71,250","$36,254",,,,,,,,"$244,817",Clinical Medicine and Science,OTHER MEDICAL AND HEALTH SCIENCES,Therapies and Therapeutic Technology,NKT,TCR probe,cancer,mAb,,,,,,
400461,Dr Bradley K McColl,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,RhoE and the response to DNA damage.,RhoE and the response to DNA damage.,2005,2006,,,,"$84,484","$113,895","$81,099","$71,250","$18,127",,,,,,,,"$368,855",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development (incl. Cell Division and Apoptosis),Cancer,Cell cycle,RhoE,p53,,,,,,
400470,Mr Robert J MacInnis,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),Sidney Sax Fellowship,Statistical models for genetic susceptibility to prostate and other common cancers,Statistical models for genetic susceptibility to prostate and other common cancers,2005,2006,,,,"$43,516","$88,282","$44,766",,"$18,127","$72,508","$54,381",,,,,,"$321,580",Public Health,GENETICS,Population and Ecological Genetics,Genetic counselling,Polygenic model,Prostate cancer,Risk modifiers,,,,,,
400471,Dr Melissa J Peart,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,The role of checkpoint kinases in E2F1 regulation of p73,The role of checkpoint kinases in E2F1 regulation of p73,2005,2008,,,,,,"$218,846","$54,381","$72,508","$18,127",,,,,,,"$363,862",Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,Chk1,Chk2,DNA damage,E2F1,p73,,,,,
400472,Dr Kulimira  Nurgali,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Peter Doherty Fellowship,Effects of inflammation on the excitability of enteric neurons,Effects of inflammation on the excitability of enteric neurons,2005,2006,,,,"$53,563","$65,375","$69,750","$71,250","$18,127",,,,,,,,"$278,065",Basic Science,NEUROSCIENCES,Autonomic Nervous System,Enteric neurons ,Inflammation,Ion channels,,,,,,,
400481,Dr Allen C Cheng,Monash University,VIC,University,Building Capacity-People,People Support,Training Fellowship (Australia),Health Professional Research Fellowship,"Molecular, spatial & mathematical techniques in the analysis of the epidemiology of tropical infectious diseases.","Molecular, spatial & mathematical techniques in the analysis of the epidemiology of tropical infectious diseases.",2005,2006,,,,"$39,593","$52,325","$80,317","$55,125","$13,626",,,,,,,,"$240,986",Public Health,CLINICAL SCIENCES,Infectious Diseases,bacterial carriage & transmission,geographical information systems,mathematical modelling,melioidosis,tropical disease,,,,,
400489,Mr Giel G van Dooren,University of Melbourne,VIC,University,Building Capacity-People,People Support,Training Fellowship (Overseas),CJ Martin Fellowship,Genetic dissection of apicoplast import in the apicomplexan parasite Toxoplasma gondii,Genetic dissection of apicoplast import in the apicomplexan parasite Toxoplasma gondii,2005,2006,,,,"$41,339","$83,928","$42,589","$42,750","$72,508","$29,003",,,,,,,"$312,117",Basic Science,MEDICAL MICROBIOLOGY,Medical Parasitology,Toxoplasma,apicoplast,forward genetics,parasitology,protein targeting,,,,,
400490,Ms Lenka  A Vodstrcil,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Scholarship,Biomedical Postgraduate Scholarship,"Impact of uteroplacental restriction on relaxin, relaxin receptors & uterine physiology during pregnancy","Impact of uteroplacental restriction on relaxin, relaxin receptors & uterine physiology during pregnancy",2005,2006,,,,"$21,231","$21,866","$32,264",,$401,,,,,,,,"$75,762",Basic Science,MEDICAL PHYSIOLOGY,Systems Physiology,Fetal growth,Placenta,Relaxin,Uterus,reproduction,,,,,
400516,Dr Kathryn  J WIGGINS,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Scholarship,Medical Postgraduate Scholarship,Gene array analysis of archival human renal biopsies:A new approach to the study of chronic kidney disease in Aboriginal,Gene array analysis of archival human renal biopsies:A new approach to the study of chronic kidney disease in Aboriginal,2005,2006,,,,"$30,600","$31,422","$32,003",,$609,,,,,,,,"$94,634",Clinical Medicine and Science,CLINICAL SCIENCES,Nephrology and Urology,Gene array analysis,Indigenous health,Kidney Disease,Renal biopsies,,,,,,
400524,Dr Christopher G Davey,University of Melbourne,VIC,University,Building Capacity-People,People Support,NHMRC Scholarship,Medical Postgraduate Scholarship,"Genotype, emotional recognition and amygdala activation in adolescent depression.","Genotype, emotional recognition and amygdala activation in adolescent depression.",2005,2006,,,,"$30,600","$31,422","$32,003","$16,269",$521,,,,,,,,"$110,815",Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry,MRI,adolescent,amygdala,depression,serotonin,,,,,
